timestamp,latitude,longitude,altitude_m,speed_ms,battery_pct,gps_satellites,hdop,signal_dbm,pitch_deg,roll_deg,yaw_deg,wind_speed_ms,temperature_c
2026-05-01 09:00:47,52.404809,-1.493699,119.3,17.91,93.6,16,1.29,-57.5,0.23,1.28,3.91,3.43,11.8
2026-05-01 09:00:48,52.404838,-1.493519,120.9,18.62,92.1,16,0.96,-68.1,1.19,0.82,0.98,2.72,12.4
2026-05-01 09:00:49,52.404727,-1.49334,122.4,17.65,92.3,17,1.25,-66.2,1.73,-0.54,6.58,2.25,13.7
2026-05-01 09:00:50,52.405036,-1.493339,117.3,20.09,93.4,12,1.11,-73.5,0.25,-2.18,5.7,4.3,13.0
2026-05-01 09:00:51,52.405065,-1.493216,118.6,19.26,93.1,15,1.09,-63.1,4.21,-0.3,4.99,4.72,14.3
2026-05-01 09:00:52,52.405136,-1.49315,119.4,19.31,92.4,14,0.98,-63.7,0.01,-0.35,7.77,3.18,11.3
2026-05-01 09:00:53,52.405365,-1.493011,118.4,16.55,93.0,11,1.13,-64.7,4.02,1.57,6.27,5.17,13.7
2026-05-01 09:00:54,52.405507,-1.492818,123.5,17.88,92.6,13,1.36,-66.1,3.78,0.46,3.85,4.7,11.2
2026-05-01 09:00:55,52.405597,-1.492625,118.3,17.55,93.2,14,1.2,-66.5,3.35,2.42,2.74,4.06,12.4
2026-05-01 09:00:56,52.40552,-1.492437,118.9,16.49,92.4,13,1.29,-62.5,0.96,1.8,4.47,2.65,12.7
2026-05-01 09:00:57,52.405673,-1.492475,120.4,18.54,92.9,13,1.45,-65.1,2.51,-0.68,11.63,3.28,11.5
2026-05-01 09:00:58,52.405837,-1.492112,117.6,17.19,93.6,13,1.24,-63.4,0.08,-2.69,8.41,0.36,12.1
2026-05-01 09:00:59,52.406001,-1.492155,119.2,18.98,92.5,11,1.12,-63.9,3.37,2.08,7.46,4.35,12.9
2026-05-01 09:01:00,52.405956,-1.491997,120.6,16.39,92.2,14,1.27,-59.4,1.89,2.04,6.84,4.04,11.3
2026-05-01 09:01:01,52.406086,-1.491936,119.3,20.58,92.5,10,1.12,-61.6,1.39,-2.05,6.83,4.28,13.7
2026-05-01 09:01:02,52.406094,-1.49197,119.8,16.66,91.9,10,1.12,-64.0,0.16,2.26,9.78,4.76,10.6
2026-05-01 09:01:03,52.406185,-1.491506,118.9,18.33,93.3,11,0.97,-57.4,-1.72,0.57,6.58,4.58,13.9
2026-05-01 09:01:04,52.406486,-1.491387,117.0,19.19,92.1,16,1.34,-62.9,0.44,0.24,8.84,3.83,13.0
2026-05-01 09:01:05,52.40664,-1.491356,120.6,17.14,91.8,11,1.14,-58.5,3.67,2.42,7.11,4.07,11.9
2026-05-01 09:01:06,52.406597,-1.491187,123.5,19.28,91.5,15,1.23,-62.0,1.4,2.02,11.81,1.89,11.6
2026-05-01 09:01:07,52.406805,-1.491009,120.0,16.16,92.4,13,1.04,-74.2,1.75,0.98,9.53,3.12,11.5
2026-05-01 09:01:08,52.406841,-1.491084,120.5,20.18,92.3,14,1.27,-58.5,2.98,0.71,10.66,4.08,11.9
2026-05-01 09:01:09,52.40684,-1.490847,121.4,18.02,91.5,14,1.09,-64.3,4.71,0.92,7.12,2.9,12.0
2026-05-01 09:01:10,52.407041,-1.490581,117.5,17.11,92.0,12,1.18,-65.3,3.99,-0.6,10.52,5.29,13.3
2026-05-01 09:01:11,52.407259,-1.490652,123.4,17.55,90.9,12,1.33,-63.6,0.54,-0.08,7.9,3.01,14.0
2026-05-01 09:01:12,52.407201,-1.490364,120.4,19.21,91.7,17,1.32,-66.7,-0.91,-1.35,8.87,4.32,12.2
2026-05-01 09:01:13,52.407461,-1.490396,123.3,17.12,91.8,10,1.2,-63.9,5.54,-0.5,12.04,4.17,11.2
2026-05-01 09:01:14,52.407143,-1.49008,118.5,16.88,92.4,12,0.93,-68.0,5.4,-0.55,6.8,5.12,11.5
2026-05-01 09:01:15,52.407587,-1.489997,123.6,17.67,91.1,12,1.65,-58.6,2.28,-0.95,9.41,5.35,11.8
2026-05-01 09:01:16,52.407614,-1.490021,121.6,16.23,90.8,10,1.46,-65.6,0.09,0.21,10.0,5.04,11.0
2026-05-01 09:01:17,52.407675,-1.48961,121.1,20.73,91.0,15,1.31,-66.9,3.44,-0.49,10.29,0.84,10.8
2026-05-01 09:01:18,52.407814,-1.489667,120.5,17.15,90.7,16,1.09,-69.6,1.84,0.75,8.46,5.79,14.1
2026-05-01 09:01:19,52.407707,-1.489541,119.5,19.25,92.0,10,1.18,-63.7,1.83,-2.43,13.66,6.29,12.3
2026-05-01 09:01:20,52.407983,-1.489306,122.4,18.31,92.0,16,1.12,-64.1,3.34,-0.17,7.02,3.28,11.2
2026-05-01 09:01:21,52.408141,-1.489078,120.3,16.52,91.4,17,1.39,-63.1,2.5,0.2,12.64,4.35,12.8
2026-05-01 09:01:22,52.408353,-1.489161,116.1,17.99,91.8,12,1.24,-70.1,0.22,-0.47,12.28,2.66,10.8
2026-05-01 09:01:23,52.408254,-1.48892,117.8,19.18,91.2,14,1.08,-73.0,1.51,-0.26,13.77,1.08,10.9
2026-05-01 09:01:24,52.408325,-1.48875,119.6,17.72,91.0,12,1.13,-61.9,2.99,-2.38,6.91,2.89,11.2
2026-05-01 09:01:25,52.408455,-1.48859,120.6,19.79,90.9,13,1.37,-57.6,2.77,0.53,8.47,3.19,13.7
2026-05-01 09:01:26,52.408697,-1.488508,119.9,19.53,90.8,17,1.44,-70.1,2.39,0.97,13.31,3.47,11.7
2026-05-01 09:01:27,52.408739,-1.488429,122.4,19.38,90.2,16,1.43,-57.1,3.4,0.74,6.69,2.56,9.6
2026-05-01 09:01:28,52.408753,-1.488342,116.1,17.31,91.0,16,1.31,-63.6,1.46,1.56,7.35,2.9,13.2
2026-05-01 09:01:29,52.408957,-1.488117,120.3,16.38,90.8,13,1.16,-65.0,2.27,0.3,9.71,3.98,11.7
2026-05-01 09:01:30,52.409016,-1.488099,116.4,17.08,91.2,13,0.8,-67.0,-3.06,0.72,11.19,2.84,10.2
2026-05-01 09:01:31,52.409203,-1.488151,121.5,18.29,90.8,15,1.24,-71.9,1.33,0.23,14.11,4.82,11.7
2026-05-01 09:01:32,52.409136,-1.487681,119.8,18.82,90.6,11,1.2,-60.1,3.15,1.03,10.68,5.02,12.5
2026-05-01 09:01:33,52.409273,-1.487501,120.8,14.74,90.2,13,1.22,-68.9,1.41,-2.37,9.95,7.57,12.4
2026-05-01 09:01:34,52.409367,-1.487695,118.3,17.99,90.6,16,1.21,-68.9,1.3,-1.34,11.91,5.69,13.8
2026-05-01 09:01:35,52.40936,-1.487426,122.6,18.24,90.9,14,1.0,-60.0,0.44,2.38,12.35,4.36,11.1
2026-05-01 09:01:36,52.409636,-1.48713,122.1,17.58,89.9,16,1.28,-74.4,3.51,-3.69,12.41,3.07,12.0
2026-05-01 09:01:37,52.409733,-1.486852,121.2,19.94,90.5,16,1.29,-72.6,2.82,-0.21,11.29,4.44,11.3
2026-05-01 09:01:38,52.409807,-1.486923,119.7,18.63,90.5,15,1.3,-65.1,3.24,1.76,7.86,4.49,10.5
2026-05-01 09:01:39,52.409883,-1.486864,121.2,19.97,90.0,11,1.34,-63.5,-0.59,-0.14,10.05,3.23,12.9
2026-05-01 09:01:40,52.409865,-1.486676,118.6,17.68,90.0,11,1.29,-62.6,1.76,-0.61,14.85,5.18,12.5
2026-05-01 09:01:41,52.410065,-1.486387,121.7,19.41,90.4,13,1.14,-66.5,1.58,0.19,12.5,1.9,12.3
2026-05-01 09:01:42,52.410173,-1.486456,123.3,20.45,89.7,17,1.19,-52.3,1.58,-0.53,11.6,3.63,12.4
2026-05-01 09:01:43,52.410227,-1.486337,122.1,19.97,90.4,12,1.21,-66.1,1.08,0.05,14.6,4.83,11.3
2026-05-01 09:01:44,52.410391,-1.486172,118.5,16.36,89.7,16,1.22,-66.2,1.48,-1.03,10.23,3.57,11.0
2026-05-01 09:01:45,52.410547,-1.486086,120.7,17.62,90.6,10,1.35,-69.0,3.27,1.66,12.16,3.69,12.0
2026-05-01 09:01:46,52.410796,-1.485845,117.4,17.48,91.2,12,1.3,-64.4,-0.87,2.13,13.0,3.79,13.2
2026-05-01 09:01:47,52.410725,-1.485561,121.1,18.73,89.6,12,1.51,-61.9,4.67,-0.2,11.97,2.75,13.6
2026-05-01 09:01:48,52.410833,-1.485558,120.9,19.03,90.2,11,1.53,-59.0,2.73,-2.08,13.17,5.76,12.8
2026-05-01 09:01:49,52.4109,-1.485482,116.3,16.74,89.5,11,1.21,-72.4,1.94,-0.79,12.71,2.47,12.0
2026-05-01 09:01:50,52.410815,-1.485353,117.7,18.1,90.4,15,0.8,-66.2,3.36,-0.28,10.41,4.48,12.3
2026-05-01 09:01:51,52.411105,-1.485346,119.4,14.97,89.2,15,1.39,-62.8,-0.18,0.76,13.69,4.62,12.0
2026-05-01 09:01:52,52.411213,-1.484968,119.4,20.16,90.0,11,1.12,-62.1,1.0,-1.51,10.79,2.58,11.0
2026-05-01 09:01:53,52.411554,-1.484931,117.6,17.23,89.3,14,1.08,-65.0,1.82,-1.15,13.9,4.11,12.0
2026-05-01 09:01:54,52.411388,-1.484808,120.8,18.08,89.6,14,1.14,-62.3,4.05,0.77,16.44,2.64,10.7
2026-05-01 09:01:55,52.411538,-1.484337,120.5,17.54,89.1,10,1.13,-69.0,1.93,1.41,13.25,6.09,11.9
2026-05-01 09:01:56,52.411604,-1.484493,119.6,19.72,90.0,11,1.29,-57.2,2.68,-0.93,11.59,2.29,13.6
2026-05-01 09:01:57,52.411591,-1.484465,118.5,13.74,89.1,13,0.97,-60.0,1.12,-2.0,13.8,3.02,12.8
2026-05-01 09:01:58,52.411922,-1.484299,122.1,17.98,89.8,15,1.04,-71.7,2.73,4.93,12.51,2.16,11.1
2026-05-01 09:01:59,52.411983,-1.484008,123.3,17.84,89.3,11,1.25,-70.4,4.52,1.17,15.48,1.96,11.9
2026-05-01 09:02:00,52.412087,-1.483978,119.0,17.32,89.3,14,1.29,-70.2,3.49,-0.4,14.11,6.39,11.2
2026-05-01 09:02:01,52.412017,-1.484,118.8,20.59,89.4,11,1.3,-61.6,1.88,1.3,17.95,4.81,11.9
2026-05-01 09:02:02,52.412348,-1.483631,121.0,16.67,88.9,14,1.08,-71.4,3.01,-0.19,16.98,4.21,13.0
2026-05-01 09:02:03,52.412168,-1.483656,119.3,19.16,89.4,11,1.05,-66.7,2.87,1.3,14.46,3.02,12.7
2026-05-01 09:02:04,52.412467,-1.483268,119.7,18.53,90.0,16,1.12,-62.7,2.76,0.24,16.32,5.36,14.5
2026-05-01 09:02:05,52.412727,-1.483214,121.5,19.89,88.8,13,1.24,-65.3,3.67,0.14,14.22,2.76,13.2
2026-05-01 09:02:06,52.412509,-1.483234,116.2,17.0,89.7,17,1.42,-63.7,3.66,-0.17,15.2,5.19,12.2
2026-05-01 09:02:07,52.412652,-1.482927,122.6,16.9,89.8,10,0.89,-70.3,1.81,-2.17,14.53,2.69,12.7
2026-05-01 09:02:08,52.412819,-1.482915,120.1,19.64,88.6,16,1.17,-62.0,2.96,2.91,16.9,3.03,11.8
2026-05-01 09:02:09,52.412858,-1.482703,119.2,18.64,88.2,13,1.0,-68.1,1.43,-1.41,18.36,5.14,10.9
2026-05-01 09:02:10,52.412854,-1.482607,119.8,15.68,89.1,14,0.95,-66.6,0.62,-2.04,17.21,5.3,13.3
2026-05-01 09:02:11,52.413116,-1.482606,119.9,17.19,88.6,15,1.35,-63.8,1.6,-0.32,17.57,4.9,13.0
2026-05-01 09:02:12,52.413103,-1.482453,116.5,18.58,89.8,15,1.28,-64.5,1.89,-1.44,17.7,2.43,11.8
2026-05-01 09:02:13,52.413356,-1.482152,123.0,19.26,88.8,12,1.27,-64.9,-0.49,-0.08,17.07,3.33,12.3
2026-05-01 09:02:14,52.413317,-1.482155,120.1,16.98,88.3,13,1.34,-68.8,3.29,1.03,13.81,4.24,13.2
2026-05-01 09:02:15,52.413664,-1.482028,120.9,13.63,88.1,11,1.13,-66.5,-2.15,1.49,19.61,2.73,12.8
2026-05-01 09:02:16,52.413531,-1.48195,121.9,18.78,89.2,10,1.14,-65.0,6.07,1.22,19.94,6.06,10.5
2026-05-01 09:02:17,52.413677,-1.481679,118.0,16.17,88.3,11,1.53,-71.9,4.25,-0.46,15.98,0.4,12.2
2026-05-01 09:02:18,52.413891,-1.481381,120.9,14.97,88.6,11,1.16,-67.3,1.61,0.07,15.83,2.83,11.8
2026-05-01 09:02:19,52.413786,-1.481561,119.5,13.75,89.0,13,1.31,-63.1,2.01,0.61,17.92,3.24,13.1
2026-05-01 09:02:20,52.414032,-1.481318,121.7,19.22,88.2,17,1.2,-71.4,2.45,-2.64,17.91,0.0,13.0
2026-05-01 09:02:21,52.41424,-1.481046,115.7,18.19,88.4,10,0.92,-59.2,1.12,0.86,16.53,1.91,13.3
2026-05-01 09:02:22,52.414049,-1.481062,119.8,17.66,88.4,12,0.89,-58.7,2.29,-2.19,14.55,4.94,10.9
2026-05-01 09:02:23,52.414328,-1.480875,118.8,20.08,88.7,16,1.11,-71.2,1.78,3.06,17.78,4.05,11.2
2026-05-01 09:02:24,52.414436,-1.480893,120.9,18.96,88.6,11,1.36,-58.2,1.86,-0.61,18.39,6.36,13.1
2026-05-01 09:02:25,52.414588,-1.480611,120.9,20.42,88.1,10,1.32,-65.7,2.27,-0.28,18.86,6.32,11.4
2026-05-01 09:02:26,52.414486,-1.480539,118.6,15.91,88.2,12,1.34,-62.9,0.03,-1.15,18.23,4.65,10.5
2026-05-01 09:02:27,52.414578,-1.480288,118.6,17.95,87.9,16,1.05,-67.5,2.06,-0.94,17.11,4.47,12.5
2026-05-01 09:02:28,52.414862,-1.480135,119.8,15.57,87.3,11,1.44,-60.4,2.25,3.41,19.76,4.1,11.5
2026-05-01 09:02:29,52.41494,-1.479861,118.2,17.66,88.2,10,1.06,-63.0,2.19,1.41,18.02,0.02,13.8
2026-05-01 09:02:30,52.415035,-1.479929,121.7,17.63,88.9,16,1.23,-69.1,1.68,-2.32,17.08,1.91,12.3
2026-05-01 09:02:31,52.415145,-1.479821,119.3,18.94,87.5,13,1.2,-70.8,3.71,2.26,17.77,4.15,12.2
2026-05-01 09:02:32,52.415142,-1.4797,114.2,18.07,87.5,17,1.17,-72.3,1.47,1.79,14.76,4.92,11.6
2026-05-01 09:02:33,52.415333,-1.479622,119.3,18.94,87.4,15,1.4,-64.1,2.34,-0.42,18.01,4.43,13.6
2026-05-01 09:02:34,52.41544,-1.479419,117.9,19.06,88.2,15,1.09,-62.1,3.95,0.46,19.87,2.66,12.4
2026-05-01 09:02:35,52.415439,-1.479349,116.7,21.23,88.0,11,1.0,-61.7,1.88,-0.02,19.29,5.41,11.6
2026-05-01 09:02:36,52.415797,-1.479169,117.5,17.53,87.6,11,1.2,-65.6,2.32,2.96,21.77,6.22,11.2
2026-05-01 09:02:37,52.415758,-1.478921,120.2,16.59,87.2,16,1.14,-70.8,1.86,-1.19,18.33,5.41,11.9
2026-05-01 09:02:38,52.415691,-1.47902,122.7,18.37,87.7,10,1.71,-68.4,3.86,0.22,19.95,5.48,11.0
2026-05-01 09:02:39,52.415976,-1.478672,120.6,16.8,86.8,15,1.3,-59.2,1.61,-0.64,20.68,3.16,13.0
2026-05-01 09:02:40,52.415913,-1.478521,118.8,20.22,87.6,11,1.14,-67.4,3.93,-2.15,23.9,5.61,10.2
2026-05-01 09:02:41,52.416189,-1.478531,120.9,17.58,87.9,12,1.04,-64.3,1.84,3.29,19.62,4.22,11.9
2026-05-01 09:02:42,52.416327,-1.478598,119.1,17.15,86.8,11,0.92,-70.4,0.71,-1.77,17.36,4.77,12.6
2026-05-01 09:02:43,52.416229,-1.478313,118.6,17.29,86.6,15,1.05,-63.3,3.02,0.33,21.27,4.55,12.3
2026-05-01 09:02:44,52.416507,-1.477989,117.7,19.08,88.1,14,1.22,-67.3,1.54,-2.61,23.42,3.82,11.3
2026-05-01 09:02:45,52.416552,-1.477988,116.5,17.76,87.0,17,1.41,-59.8,2.93,-0.6,19.17,2.71,12.7
2026-05-01 09:02:46,52.416693,-1.477952,119.2,17.04,87.8,15,1.37,-61.1,-2.09,0.63,21.62,3.88,11.1
2026-05-01 09:02:47,52.416901,-1.477769,120.3,20.5,87.1,12,1.23,-67.5,2.01,-1.24,22.51,5.48,12.0
2026-05-01 09:02:48,52.416787,-1.477501,119.8,16.72,87.1,10,1.15,-65.6,1.31,0.88,22.21,3.34,12.7
2026-05-01 09:02:49,52.416836,-1.477397,119.2,18.05,87.3,12,1.24,-67.8,0.41,-0.4,20.54,5.34,12.5
2026-05-01 09:02:50,52.416922,-1.477342,118.1,18.98,86.6,14,1.12,-72.1,1.17,1.74,19.02,5.11,11.3
2026-05-01 09:02:51,52.41703,-1.477221,121.2,15.55,87.1,14,1.46,-69.3,1.14,2.04,20.37,3.55,13.2
2026-05-01 09:02:52,52.417204,-1.477091,117.4,18.72,86.8,11,1.17,-64.0,1.93,-0.88,21.57,6.08,12.1
2026-05-01 09:02:53,52.417346,-1.47701,121.6,16.42,86.3,11,1.19,-63.4,-0.05,0.12,22.59,3.47,12.7
2026-05-01 09:02:54,52.417439,-1.476623,118.0,19.23,87.0,15,0.87,-64.3,2.47,0.28,21.56,6.26,13.5
2026-05-01 09:02:55,52.417594,-1.476683,118.5,16.56,86.7,13,1.17,-66.5,4.05,0.93,20.25,4.65,13.1
2026-05-01 09:02:56,52.417613,-1.476396,117.1,19.04,86.7,17,1.33,-60.3,2.42,0.02,22.24,3.98,13.1
2026-05-01 09:02:57,52.417857,-1.476232,119.0,19.66,86.1,12,1.04,-64.7,3.21,0.29,22.97,2.67,12.2
2026-05-01 09:02:58,52.417785,-1.476151,122.0,19.29,87.5,15,1.09,-61.5,3.64,-0.37,22.13,3.87,12.8
2026-05-01 09:02:59,52.418184,-1.476161,121.0,18.38,87.1,13,1.32,-73.9,3.85,0.17,19.82,3.69,12.2
2026-05-01 09:03:00,52.418075,-1.475944,122.0,17.65,87.1,15,0.98,-84.6,4.81,1.95,21.25,2.11,10.8
2026-05-01 09:03:01,52.418026,-1.475853,121.0,17.14,86.4,17,1.36,-63.6,1.25,0.97,23.63,3.67,12.3
2026-05-01 09:03:02,52.418105,-1.475808,117.8,20.21,85.6,17,1.12,-72.1,0.92,1.05,19.09,2.79,12.3
2026-05-01 09:03:03,52.41836,-1.475551,119.3,16.95,87.4,14,1.14,-66.1,3.18,1.08,17.79,4.88,12.6
2026-05-01 09:03:04,52.41839,-1.475568,118.4,16.44,86.4,11,1.03,-66.5,3.06,-0.23,25.11,5.96,11.9
2026-05-01 09:03:05,52.418584,-1.475198,122.7,19.0,86.0,11,1.26,-57.1,3.16,0.48,23.24,2.16,11.2
2026-05-01 09:03:06,52.41866,-1.47523,117.6,16.81,86.5,17,1.57,-63.0,4.83,-1.63,23.55,6.57,12.7
2026-05-01 09:03:07,52.418705,-1.47503,121.8,16.57,86.9,15,1.32,-64.2,2.02,1.9,20.3,3.81,10.7
2026-05-01 09:03:08,52.418728,-1.474888,121.8,15.83,86.2,17,1.07,-60.8,2.64,-4.17,24.05,2.54,13.5
2026-05-01 09:03:09,52.418761,-1.474809,123.7,17.28,86.8,11,1.37,-63.2,0.53,-0.13,23.25,5.14,11.8
2026-05-01 09:03:10,52.418968,-1.474591,119.2,17.88,86.7,10,1.15,-67.3,5.2,1.71,19.65,3.33,12.2
2026-05-01 09:03:11,52.419198,-1.474564,121.4,18.36,85.5,15,1.41,-59.6,1.5,-2.05,25.78,3.88,12.6
2026-05-01 09:03:12,52.419234,-1.474296,124.6,19.43,85.7,14,1.32,-70.5,1.54,0.6,23.37,3.39,12.6
2026-05-01 09:03:13,52.419188,-1.474384,118.8,18.79,86.5,16,0.8,-63.4,1.48,-1.02,22.38,2.77,10.6
2026-05-01 09:03:14,52.41943,-1.474103,116.9,17.71,84.6,15,1.05,-72.7,1.03,-0.55,22.54,5.09,12.8
2026-05-01 09:03:15,52.419552,-1.473789,116.2,17.7,85.8,15,1.34,-64.0,0.91,1.42,19.39,3.57,12.3
2026-05-01 09:03:16,52.419525,-1.473949,121.4,18.77,85.1,11,1.22,-64.0,1.21,0.3,24.72,1.85,11.4
2026-05-01 09:03:17,52.419729,-1.473784,116.2,19.91,85.6,14,1.05,-56.6,-0.05,-3.05,24.18,4.83,11.3
2026-05-01 09:03:18,52.419819,-1.473531,119.3,18.19,85.6,15,1.1,-72.8,0.82,-1.46,23.39,2.19,11.7
2026-05-01 09:03:19,52.419799,-1.473431,120.9,17.3,85.5,11,0.91,-68.0,4.92,1.46,26.45,2.27,10.7
2026-05-01 09:03:20,52.420049,-1.47328,120.4,16.51,85.4,17,1.19,-60.9,3.1,0.67,21.25,5.79,13.7
2026-05-01 09:03:21,52.420169,-1.473133,120.9,15.83,85.1,12,1.53,-63.3,3.39,2.62,22.94,2.21,13.5
2026-05-01 09:03:22,52.420322,-1.472985,120.4,19.0,86.7,14,1.32,-64.1,3.77,2.52,22.56,0.53,12.5
2026-05-01 09:03:23,52.420419,-1.472804,122.6,18.87,86.5,13,1.53,-69.8,4.75,-0.51,23.82,4.93,11.8
