timestamp,latitude,longitude,altitude_m,speed_ms,battery_pct,gps_satellites,hdop,signal_dbm,pitch_deg,roll_deg,yaw_deg,wind_speed_ms,temperature_c
2026-05-01 09:00:14,52.401194,-1.498646,121.7,18.7,94.9,17,0.96,-68.2,0.46,-0.11,3.25,6.19,9.9
2026-05-01 09:00:15,52.401107,-1.498381,119.4,17.11,93.8,12,1.5,-64.7,1.36,-0.74,0.49,4.42,12.4
2026-05-01 09:00:16,52.401422,-1.498158,121.7,16.85,94.3,16,1.15,-61.7,1.64,-0.37,0.81,5.25,11.7
2026-05-01 09:00:17,52.401359,-1.497986,120.6,18.58,94.7,15,1.11,-59.8,2.4,1.75,4.43,2.45,11.0
2026-05-01 09:00:18,52.401451,-1.498139,120.1,16.54,94.6,12,1.34,-67.0,0.19,-0.2,2.04,3.75,12.2
2026-05-01 09:00:19,52.401643,-1.497943,118.5,18.31,93.4,10,1.34,-63.9,0.37,-0.28,1.63,5.54,12.6
2026-05-01 09:00:20,52.401594,-1.4978,121.1,16.71,93.7,17,1.22,-64.8,3.88,-1.25,0.52,3.0,13.5
2026-05-01 09:00:21,52.401777,-1.497641,121.4,18.0,94.9,15,1.17,-70.2,1.86,-0.66,2.56,3.98,12.6
2026-05-01 09:00:22,52.401749,-1.497645,123.9,17.55,94.1,17,1.13,-64.2,2.38,1.89,5.07,0.0,11.3
2026-05-01 09:00:23,52.401899,-1.497482,117.7,19.17,94.0,17,1.03,-69.8,-1.08,1.52,2.16,5.95,12.4
2026-05-01 09:00:24,52.401964,-1.497316,120.3,21.61,93.6,12,1.1,-75.4,2.17,-0.53,3.45,3.99,11.0
2026-05-01 09:00:25,52.402038,-1.497389,122.0,19.35,94.3,16,1.23,-63.5,0.21,0.44,1.91,3.85,12.3
2026-05-01 09:00:26,52.402086,-1.496931,121.9,18.87,94.9,12,0.97,-60.2,3.16,1.08,3.15,3.84,12.2
2026-05-01 09:00:27,52.402247,-1.496887,117.6,16.13,94.2,15,1.06,-63.9,1.35,1.38,5.93,2.26,11.6
2026-05-01 09:00:28,52.402347,-1.497057,120.1,17.65,93.0,14,1.4,-72.1,4.44,2.03,4.72,5.32,11.7
2026-05-01 09:00:29,52.402511,-1.496813,122.0,18.8,93.7,10,1.17,-57.7,3.45,0.21,4.77,5.28,14.0
2026-05-01 09:00:30,52.402444,-1.49672,120.3,18.87,93.9,17,0.99,-60.8,-0.73,-0.89,2.64,3.62,10.8
2026-05-01 09:00:31,52.40259,-1.496384,123.4,17.5,93.1,14,1.15,-65.7,1.56,1.56,3.82,5.36,12.2
2026-05-01 09:00:32,52.402889,-1.496378,118.4,17.47,94.3,10,1.21,-65.7,-0.2,2.37,3.14,8.27,10.9
2026-05-01 09:00:33,52.402791,-1.496363,118.2,20.83,93.0,16,1.13,-60.4,2.68,-0.85,2.66,2.61,12.1
2026-05-01 09:00:34,52.402883,-1.496213,121.6,16.97,93.7,17,1.04,-62.9,3.49,0.5,1.61,6.74,14.4
2026-05-01 09:00:35,52.402962,-1.49613,121.3,16.69,94.0,13,1.2,-70.1,2.4,1.07,4.85,3.93,11.1
2026-05-01 09:00:36,52.402831,-1.495998,120.1,16.65,94.1,14,0.97,-60.7,1.36,-2.38,3.61,3.5,10.2
2026-05-01 09:00:37,52.403061,-1.49579,121.2,17.69,93.2,16,1.16,-69.5,0.67,-1.46,3.24,3.35,11.8
2026-05-01 09:00:38,52.402954,-1.495691,119.4,17.57,93.9,13,1.35,-75.8,2.71,-1.33,1.86,3.16,12.0
2026-05-01 09:00:39,52.403338,-1.495823,120.7,18.54,94.1,14,1.22,-63.4,2.11,-2.41,5.29,3.06,11.2
2026-05-01 09:00:40,52.403505,-1.495475,116.9,16.74,93.3,12,1.2,-62.4,2.77,-3.28,2.67,5.14,12.1
2026-05-01 09:00:41,52.403366,-1.495576,123.1,16.77,93.1,15,1.22,-72.0,1.02,-0.07,5.65,2.47,11.0
2026-05-01 09:00:42,52.403678,-1.495298,117.8,15.48,94.2,13,1.42,-67.3,5.02,-1.36,7.79,6.22,13.7
2026-05-01 09:00:43,52.403473,-1.495373,121.0,17.21,93.5,17,0.96,-67.7,1.69,-0.91,4.44,2.7,12.6
2026-05-01 09:00:44,52.40355,-1.495185,119.3,17.85,94.1,12,1.3,-53.1,4.3,0.8,4.35,6.24,11.9
2026-05-01 09:00:45,52.403807,-1.494877,119.8,16.24,92.8,11,1.38,-65.7,2.7,-0.77,1.9,3.13,12.4
2026-05-01 09:00:46,52.403754,-1.494939,123.9,18.81,92.8,17,1.26,-60.3,0.63,-1.21,2.16,4.64,13.3
2026-05-01 09:00:47,52.403869,-1.494708,124.5,17.32,93.3,10,1.03,-62.1,2.6,2.14,2.74,5.03,11.6
2026-05-01 09:00:48,52.404111,-1.49463,118.9,17.43,93.0,11,1.19,-63.0,2.26,2.0,4.99,1.54,12.4
2026-05-01 09:00:49,52.403988,-1.494646,119.5,20.5,92.2,16,1.14,-64.6,3.83,0.46,6.6,6.86,11.8
2026-05-01 09:00:50,52.404141,-1.494653,122.5,19.23,93.1,10,1.06,-65.7,2.61,-1.29,4.13,3.3,13.6
2026-05-01 09:00:51,52.404241,-1.494316,118.5,17.89,93.6,15,1.25,-70.1,2.87,1.77,5.32,4.07,11.9
2026-05-01 09:00:52,52.404374,-1.494172,115.6,15.68,92.7,12,0.86,-65.2,1.15,3.14,6.81,3.5,11.6
2026-05-01 09:00:53,52.404492,-1.494119,118.5,15.8,93.5,11,1.3,-64.1,-0.78,0.94,3.78,3.83,12.2
2026-05-01 09:00:54,52.404492,-1.493992,118.7,19.01,92.5,12,1.05,-68.1,1.72,0.79,8.25,1.95,13.3
2026-05-01 09:00:55,52.404466,-1.493951,124.2,16.95,92.5,15,1.24,-59.6,-0.87,-0.06,6.26,0.49,10.8
2026-05-01 09:00:56,52.40477,-1.493744,117.6,17.88,92.3,16,1.45,-54.4,0.73,-1.2,5.02,3.08,12.0
2026-05-01 09:00:57,52.40504,-1.493819,122.0,17.77,93.1,13,1.35,-76.0,3.23,-1.51,5.42,4.5,14.5
2026-05-01 09:00:58,52.404918,-1.493471,119.3,19.29,93.3,12,1.21,-67.8,1.33,0.92,7.78,2.29,11.8
2026-05-01 09:00:59,52.404975,-1.493357,124.1,15.01,92.9,17,1.19,-65.3,2.53,-0.83,8.11,3.36,13.1
2026-05-01 09:01:00,52.404965,-1.493333,122.8,15.24,92.8,12,1.13,-59.9,4.35,1.54,3.25,7.53,12.0
2026-05-01 09:01:01,52.405061,-1.493252,122.5,18.44,93.4,11,1.22,-72.4,7.33,0.83,3.53,3.11,11.5
2026-05-01 09:01:02,52.405031,-1.493201,120.9,18.44,92.5,11,1.3,-52.4,2.61,-2.11,5.75,3.81,9.7
2026-05-01 09:01:03,52.405315,-1.493074,118.9,16.42,93.3,11,0.8,-68.6,1.7,-0.85,9.72,5.24,11.0
2026-05-01 09:01:04,52.405323,-1.492941,116.0,17.63,93.0,10,1.24,-73.5,4.19,1.07,3.29,4.83,11.4
2026-05-01 09:01:05,52.405548,-1.492757,121.8,17.46,91.6,13,1.33,-67.5,3.79,-0.84,6.21,6.32,11.5
2026-05-01 09:01:06,52.405399,-1.492637,120.8,16.93,93.1,13,0.89,-60.7,2.74,-0.57,7.9,2.61,11.4
2026-05-01 09:01:07,52.405723,-1.492448,121.6,17.98,92.4,17,1.27,-64.7,-0.23,-3.6,10.39,4.99,13.2
2026-05-01 09:01:08,52.405639,-1.49259,123.6,18.98,91.0,13,1.14,-70.9,3.46,-0.41,7.39,5.05,11.5
2026-05-01 09:01:09,52.405692,-1.49241,118.6,21.23,92.6,11,1.38,-63.0,1.44,1.46,9.68,2.84,11.1
2026-05-01 09:01:10,52.405788,-1.492182,120.7,17.19,92.3,10,1.16,-66.9,0.88,-1.69,8.45,5.62,11.3
2026-05-01 09:01:11,52.405859,-1.492243,119.2,19.12,92.9,16,1.23,-66.9,3.27,-2.55,8.44,6.18,12.8
2026-05-01 09:01:12,52.405795,-1.49194,120.1,18.37,92.0,16,1.29,-57.9,1.15,1.96,4.78,3.91,11.4
2026-05-01 09:01:13,52.406151,-1.491846,120.9,17.36,90.8,10,1.17,-72.9,1.15,1.37,2.33,2.88,11.0
2026-05-01 09:01:14,52.406248,-1.491931,118.0,17.21,91.6,11,1.29,-65.7,1.72,-0.11,4.32,4.22,11.4
2026-05-01 09:01:15,52.406381,-1.491563,119.7,18.17,92.6,13,1.4,-63.1,2.39,0.24,8.03,6.77,11.7
2026-05-01 09:01:16,52.406407,-1.491441,118.5,18.91,92.6,16,1.27,-70.8,2.59,-1.88,8.25,2.87,11.8
2026-05-01 09:01:17,52.406486,-1.491379,120.2,18.02,92.4,17,1.18,-79.5,0.93,2.04,5.49,2.36,10.5
2026-05-01 09:01:18,52.406336,-1.491649,123.1,18.57,92.4,13,1.16,-64.8,1.09,-1.67,10.69,5.32,11.5
2026-05-01 09:01:19,52.406605,-1.491234,118.4,15.83,92.1,16,1.23,-59.5,1.6,-2.18,7.62,4.52,11.1
2026-05-01 09:01:20,52.406557,-1.490984,121.1,13.48,91.3,12,1.24,-65.7,2.02,1.27,7.05,1.53,11.7
2026-05-01 09:01:21,52.406726,-1.490936,122.9,19.51,91.1,17,1.15,-64.9,2.48,-2.08,8.0,5.49,12.1
2026-05-01 09:01:22,52.406977,-1.490982,120.4,17.58,91.4,15,1.08,-62.0,0.03,-3.08,5.48,3.41,12.6
2026-05-01 09:01:23,52.406924,-1.490807,116.9,16.23,91.9,13,1.25,-66.7,1.74,-2.04,9.32,5.32,13.6
2026-05-01 09:01:24,52.406743,-1.490615,120.6,17.53,91.2,14,1.26,-73.6,2.66,-2.44,9.71,3.92,12.5
2026-05-01 09:01:25,52.406987,-1.490294,119.6,16.85,92.2,16,1.54,-64.5,2.32,0.23,7.99,6.82,11.8
2026-05-01 09:01:26,52.407114,-1.49041,115.8,17.45,92.4,15,1.4,-60.4,1.56,0.37,11.0,3.91,11.3
2026-05-01 09:01:27,52.407231,-1.490388,120.0,17.45,91.7,16,1.32,-61.2,0.62,-0.71,4.65,4.44,11.6
2026-05-01 09:01:28,52.407431,-1.490318,120.5,14.16,92.0,15,1.05,-70.9,3.02,-1.32,6.58,2.94,14.8
2026-05-01 09:01:29,52.407504,-1.490019,120.5,18.39,92.4,15,1.11,-61.1,3.69,1.03,6.46,2.9,12.4
2026-05-01 09:01:30,52.407585,-1.4899,120.1,18.42,92.2,15,1.16,-60.6,2.65,1.01,9.22,6.04,11.4
2026-05-01 09:01:31,52.407611,-1.489953,118.5,15.36,91.7,11,1.32,-53.3,2.98,-0.77,6.38,0.41,11.4
2026-05-01 09:01:32,52.407641,-1.489677,122.0,16.93,91.9,13,1.35,-68.2,3.87,0.85,6.65,1.93,10.8
2026-05-01 09:01:33,52.407718,-1.489618,119.3,20.62,91.2,17,1.31,-70.2,3.04,-0.13,7.27,5.64,10.0
2026-05-01 09:01:34,52.407881,-1.489373,121.3,18.62,91.2,17,1.03,-65.0,1.73,-1.37,9.0,5.72,11.6
2026-05-01 09:01:35,52.408014,-1.489411,120.4,18.41,91.2,14,1.26,-59.9,1.58,-0.28,8.95,5.6,12.1
2026-05-01 09:01:36,52.40816,-1.489245,118.3,19.13,90.9,11,1.3,-60.5,4.61,-3.45,6.28,4.01,11.3
2026-05-01 09:01:37,52.408097,-1.489341,122.7,18.5,91.2,11,1.33,-65.0,1.69,0.92,11.9,7.37,9.8
2026-05-01 09:01:38,52.408201,-1.489107,122.7,17.5,91.6,13,1.26,-68.0,2.6,-0.35,10.03,4.86,12.0
2026-05-01 09:01:39,52.408403,-1.489072,120.6,17.28,91.1,14,1.18,-71.8,0.9,-0.03,9.35,3.98,10.8
2026-05-01 09:01:40,52.408229,-1.488896,123.8,18.3,90.7,13,1.3,-63.0,1.11,1.54,9.04,4.59,13.7
2026-05-01 09:01:41,52.408503,-1.488745,124.0,17.79,91.5,11,0.98,-64.7,0.92,0.43,10.36,4.35,11.8
2026-05-01 09:01:42,52.408426,-1.48864,120.5,18.64,91.5,16,1.25,-68.9,3.99,0.79,5.92,7.14,11.7
2026-05-01 09:01:43,52.408747,-1.488417,120.6,18.67,90.1,13,1.25,-61.1,1.68,-3.22,10.27,1.47,12.2
2026-05-01 09:01:44,52.408812,-1.488463,120.6,17.96,91.2,16,1.19,-65.5,0.93,1.55,11.87,4.93,10.8
2026-05-01 09:01:45,52.408919,-1.488315,119.7,19.44,91.4,14,1.12,-51.0,2.86,1.48,15.78,3.62,13.1
2026-05-01 09:01:46,52.408992,-1.488249,119.6,18.0,90.0,17,1.04,-72.6,3.59,-0.89,10.88,5.01,13.4
2026-05-01 09:01:47,52.409006,-1.488152,123.9,19.18,91.2,15,1.17,-61.9,3.74,1.02,11.31,3.35,11.5
2026-05-01 09:01:48,52.408903,-1.487843,117.9,17.06,91.0,11,1.22,-68.8,1.48,-0.53,6.33,2.67,11.8
2026-05-01 09:01:49,52.409138,-1.487939,119.9,17.45,90.9,10,1.07,-66.3,1.11,1.44,11.02,5.73,12.8
2026-05-01 09:01:50,52.409261,-1.487971,119.6,17.26,90.6,16,1.23,-71.9,0.45,0.75,12.86,3.79,13.2
2026-05-01 09:01:51,52.409303,-1.487798,117.6,17.29,89.7,12,1.13,-64.5,1.58,0.67,11.96,4.63,11.0
2026-05-01 09:01:52,52.409327,-1.487428,118.3,19.94,91.4,16,1.31,-68.0,2.75,-0.24,11.27,5.46,12.5
2026-05-01 09:01:53,52.409438,-1.487252,122.0,18.64,91.4,14,1.13,-60.9,1.16,-0.05,9.01,4.38,11.7
2026-05-01 09:01:54,52.409544,-1.487269,120.7,19.23,90.2,12,1.24,-68.6,3.33,1.35,12.22,1.88,14.3
2026-05-01 09:01:55,52.409486,-1.487013,118.6,18.47,89.7,12,1.3,-68.2,1.06,-0.1,13.27,5.46,11.8
2026-05-01 09:01:56,52.40974,-1.487097,119.6,17.41,91.1,12,1.25,-63.0,1.05,-1.39,12.62,0.0,11.1
2026-05-01 09:01:57,52.409811,-1.487061,121.5,19.25,90.4,10,0.99,-66.8,2.89,-1.77,15.17,3.28,10.6
2026-05-01 09:01:58,52.409826,-1.486904,123.6,17.23,90.2,17,1.57,-59.7,0.09,-0.93,13.21,2.11,11.7
2026-05-01 09:01:59,52.409989,-1.486739,118.2,18.03,90.8,12,0.81,-70.1,3.56,2.59,10.34,2.2,12.4
2026-05-01 09:02:00,52.410122,-1.486476,117.2,17.76,90.0,10,1.08,-74.7,1.2,0.69,12.65,5.53,13.9
2026-05-01 09:02:01,52.409987,-1.486387,122.0,19.34,89.5,11,1.14,-60.5,0.78,0.88,13.46,5.26,11.0
2026-05-01 09:02:02,52.410319,-1.486491,118.8,17.17,89.9,11,1.37,-68.2,0.77,0.4,10.61,6.64,11.5
2026-05-01 09:02:03,52.410357,-1.486354,121.9,18.52,89.4,13,1.18,-72.1,1.96,-2.82,9.32,3.48,12.5
2026-05-01 09:02:04,52.41044,-1.486224,118.0,17.8,90.5,16,1.52,-73.7,1.85,2.2,9.29,8.37,13.3
2026-05-01 09:02:05,52.410522,-1.48611,117.5,20.14,89.9,16,1.07,-67.3,2.45,-1.62,10.09,4.91,10.8
2026-05-01 09:02:06,52.410577,-1.485983,118.5,17.82,90.5,13,1.37,-54.8,3.13,1.15,10.74,3.81,12.9
2026-05-01 09:02:07,52.410589,-1.485961,122.7,20.5,90.2,16,1.29,-75.4,3.82,0.6,11.47,6.28,13.2
2026-05-01 09:02:08,52.410599,-1.485796,123.7,18.42,90.2,15,1.24,-64.6,1.41,-0.06,11.72,6.09,13.0
2026-05-01 09:02:09,52.410807,-1.485561,120.9,21.83,91.0,14,1.32,-70.1,2.32,-0.77,13.76,6.16,11.9
2026-05-01 09:02:10,52.410853,-1.485643,118.8,16.78,90.2,15,1.11,-58.2,0.14,1.82,12.61,4.55,12.8
2026-05-01 09:02:11,52.410853,-1.485422,121.1,20.18,90.3,14,1.29,-60.9,4.3,-1.72,13.22,2.71,12.1
2026-05-01 09:02:12,52.411182,-1.485402,122.1,16.72,89.6,10,0.94,-67.7,-0.09,-1.02,13.25,7.86,10.3
2026-05-01 09:02:13,52.411174,-1.485396,119.3,18.19,89.4,17,1.32,-74.0,3.13,1.99,11.48,3.19,11.3
2026-05-01 09:02:14,52.411142,-1.485138,120.0,20.29,89.2,16,1.3,-61.6,5.82,1.09,8.69,5.53,12.9
2026-05-01 09:02:15,52.411099,-1.484731,121.6,20.3,90.1,13,1.12,-64.7,3.61,-0.57,17.74,3.37,12.0
2026-05-01 09:02:16,52.411256,-1.484923,121.3,17.08,89.1,14,1.16,-68.4,2.91,-0.48,16.5,6.29,12.5
2026-05-01 09:02:17,52.411472,-1.484764,119.9,18.08,89.4,13,1.16,-64.6,2.02,-1.55,10.47,4.27,12.2
2026-05-01 09:02:18,52.411481,-1.484667,122.5,18.58,89.8,10,1.2,-67.8,2.34,-1.23,12.2,4.06,12.6
2026-05-01 09:02:19,52.411458,-1.484487,119.8,19.75,89.4,13,1.13,-62.6,2.31,2.13,14.88,3.47,11.5
2026-05-01 09:02:20,52.4117,-1.484582,119.9,16.39,89.4,16,1.43,-71.3,0.64,3.58,13.28,4.91,11.8
2026-05-01 09:02:21,52.411741,-1.484256,124.7,19.68,90.7,10,1.17,-63.1,4.19,0.31,12.0,6.66,10.2
2026-05-01 09:02:22,52.4118,-1.484172,120.4,16.62,89.0,13,1.09,-72.1,2.29,1.42,15.31,4.62,12.5
2026-05-01 09:02:23,52.411799,-1.484117,120.9,19.59,89.1,11,1.08,-74.9,4.61,1.7,13.29,4.76,12.8
2026-05-01 09:02:24,52.41204,-1.483918,120.3,16.44,89.4,12,0.91,-65.2,1.01,-1.07,15.87,4.84,12.3
2026-05-01 09:02:25,52.411983,-1.483913,124.2,18.52,89.6,15,1.12,-67.7,2.27,0.18,14.32,5.55,14.0
2026-05-01 09:02:26,52.412152,-1.483845,117.8,15.98,88.6,14,1.15,-68.5,1.46,0.34,12.96,4.39,11.7
2026-05-01 09:02:27,52.412373,-1.483735,121.6,20.29,89.2,11,1.28,-66.8,2.8,-1.0,16.71,4.53,10.9
2026-05-01 09:02:28,52.412465,-1.483635,121.1,17.79,88.9,10,1.23,-65.4,0.32,0.9,15.5,5.53,13.1
2026-05-01 09:02:29,52.412411,-1.483366,117.2,21.25,89.4,10,1.16,-69.4,2.27,-2.79,16.26,4.89,13.7
2026-05-01 09:02:30,52.412199,-1.483188,118.7,18.09,89.1,14,1.11,-65.2,2.5,0.76,18.84,4.54,12.0
2026-05-01 09:02:31,52.412666,-1.483316,119.8,18.04,89.1,12,1.27,-64.0,2.21,-1.62,15.14,4.8,11.9
2026-05-01 09:02:32,52.412581,-1.483158,119.4,19.79,89.0,11,1.18,-67.5,0.82,-0.81,15.31,4.05,12.1
2026-05-01 09:02:33,52.412618,-1.483027,119.0,17.53,89.8,15,1.16,-58.9,2.27,1.0,12.75,3.05,12.1
2026-05-01 09:02:34,52.412914,-1.482627,119.2,16.27,89.7,12,1.14,-64.4,2.44,1.19,12.52,2.23,12.1
2026-05-01 09:02:35,52.412739,-1.482717,125.2,17.17,89.1,13,1.18,-64.8,1.81,-2.06,16.91,3.35,12.0
2026-05-01 09:02:36,52.413078,-1.482585,120.0,17.07,89.2,16,1.24,-67.1,1.25,-0.65,16.55,3.22,11.9
2026-05-01 09:02:37,52.413181,-1.482626,119.5,19.07,88.7,11,0.97,-68.6,3.03,0.76,18.55,4.0,12.0
2026-05-01 09:02:38,52.413224,-1.482352,118.7,21.28,89.4,14,1.04,-57.2,1.11,0.19,16.7,4.8,11.5
2026-05-01 09:02:39,52.413278,-1.482397,116.7,19.01,88.6,15,1.27,-69.0,-0.05,-0.98,17.48,4.41,11.1
2026-05-01 09:02:40,52.41333,-1.482285,122.1,17.58,88.5,12,1.21,-58.2,3.97,-0.8,16.97,3.82,11.2
2026-05-01 09:02:41,52.413376,-1.482311,121.2,16.51,88.7,10,1.26,-58.3,5.16,-2.4,16.11,4.11,10.7
2026-05-01 09:02:42,52.413399,-1.481859,118.2,16.84,89.3,10,1.03,-59.2,-0.28,0.27,17.88,4.86,12.8
2026-05-01 09:02:43,52.413828,-1.481805,119.2,17.81,88.9,17,1.06,-67.5,4.95,1.24,17.83,1.5,12.9
2026-05-01 09:02:44,52.41363,-1.48173,117.2,18.96,88.5,10,1.31,-64.4,3.6,1.11,17.77,7.36,12.4
2026-05-01 09:02:45,52.413665,-1.481523,117.4,20.12,88.4,15,1.42,-66.9,2.01,0.23,17.13,4.84,10.6
2026-05-01 09:02:46,52.413832,-1.481643,117.4,16.36,88.4,10,1.29,-61.2,0.88,1.66,14.53,1.46,11.6
2026-05-01 09:02:47,52.413982,-1.481353,121.8,14.42,88.2,14,1.01,-70.8,4.05,0.68,17.75,3.16,11.5
2026-05-01 09:02:48,52.41411,-1.481368,116.9,17.97,88.5,17,1.05,-58.0,2.51,0.01,18.18,2.15,11.9
2026-05-01 09:02:49,52.414068,-1.481095,120.2,17.86,88.9,16,1.1,-67.1,0.92,2.74,22.36,5.46,13.1
2026-05-01 09:02:50,52.414156,-1.480937,117.8,20.02,88.1,12,1.22,-63.5,1.13,2.48,19.82,4.4,11.9
2026-05-01 09:02:51,52.414178,-1.481034,116.1,16.62,88.2,14,1.16,-66.9,2.31,-0.69,19.18,3.8,11.0
2026-05-01 09:02:52,52.414316,-1.480922,121.5,19.32,88.5,14,1.37,-61.1,-0.07,0.36,12.82,4.23,12.1
2026-05-01 09:02:53,52.414511,-1.48076,122.0,20.31,87.8,10,1.28,-65.5,5.78,1.19,17.3,3.23,12.0
2026-05-01 09:02:54,52.414502,-1.480618,123.0,17.66,87.3,11,0.87,-64.0,3.75,-5.04,17.85,6.48,11.7
2026-05-01 09:02:55,52.414555,-1.480503,119.3,20.54,88.2,17,1.26,-74.8,0.03,0.9,19.44,3.82,13.4
2026-05-01 09:02:56,52.414692,-1.480438,118.6,15.83,88.0,17,1.27,-54.1,3.35,-0.94,19.01,4.27,11.9
2026-05-01 09:02:57,52.41468,-1.480294,120.6,18.38,88.6,13,1.37,-62.7,0.45,1.42,17.8,2.73,12.8
2026-05-01 09:02:58,52.414626,-1.479955,120.3,17.55,88.2,13,1.06,-62.0,4.1,-0.91,19.02,6.24,14.2
2026-05-01 09:02:59,52.414876,-1.480105,123.3,19.07,88.6,14,1.21,-70.3,3.24,0.39,18.32,4.41,11.5
2026-05-01 09:03:00,52.414709,-1.480029,121.3,18.76,88.0,17,1.27,-63.1,-0.1,-1.26,15.72,5.31,12.1
2026-05-01 09:03:01,52.415065,-1.479841,117.1,16.12,88.3,15,1.04,-61.5,2.12,1.53,19.58,1.77,12.9
2026-05-01 09:03:02,52.415216,-1.479745,122.1,18.01,87.3,17,1.01,-68.4,0.96,-1.86,18.78,1.13,13.6
2026-05-01 09:03:03,52.415357,-1.479744,121.9,18.89,88.4,13,1.37,-70.3,0.91,1.33,14.45,4.53,12.6
2026-05-01 09:03:04,52.415395,-1.479559,120.0,17.11,88.5,16,1.27,-61.0,2.37,0.03,18.5,3.94,10.8
2026-05-01 09:03:05,52.415429,-1.479404,120.5,18.63,87.6,12,1.04,-63.4,3.43,0.78,20.64,4.48,12.1
2026-05-01 09:03:06,52.415406,-1.479259,123.4,20.14,87.1,15,1.13,-66.1,-0.77,-0.98,18.44,1.98,13.4
2026-05-01 09:03:07,52.415482,-1.479197,123.2,16.21,87.6,12,1.04,-69.1,4.53,1.21,15.89,4.51,12.5
2026-05-01 09:03:08,52.415654,-1.479069,117.5,22.31,88.3,11,1.02,-65.9,3.13,0.42,22.58,3.05,12.1
2026-05-01 09:03:09,52.415672,-1.479004,124.4,15.94,86.9,15,1.2,-60.2,2.6,1.95,19.15,3.79,13.2
2026-05-01 09:03:10,52.415746,-1.478895,120.2,18.46,87.7,10,1.28,-67.8,0.47,0.15,23.52,3.07,11.8
2026-05-01 09:03:11,52.41593,-1.478765,119.4,15.12,87.3,14,1.09,-62.7,1.33,-2.92,16.99,2.82,12.5
2026-05-01 09:03:12,52.415924,-1.478751,121.8,17.31,87.9,16,1.11,-57.4,0.19,-0.86,17.68,4.48,10.8
2026-05-01 09:03:13,52.415911,-1.478746,119.5,19.03,87.9,17,1.36,-65.3,-0.15,0.4,13.44,4.52,10.7
2026-05-01 09:03:14,52.416154,-1.478553,118.9,19.49,87.3,17,1.24,-70.2,1.35,-1.05,20.72,2.74,13.4
2026-05-01 09:03:15,52.416164,-1.478434,120.7,18.24,88.1,11,1.09,-64.9,2.78,2.6,20.84,3.7,12.5
2026-05-01 09:03:16,52.416394,-1.478076,120.0,18.33,87.7,15,1.34,-65.6,0.77,0.06,17.18,3.72,10.6
2026-05-01 09:03:17,52.416555,-1.478135,123.2,19.72,87.4,16,1.28,-66.1,2.21,0.14,19.65,3.62,11.3
2026-05-01 09:03:18,52.416585,-1.477981,120.0,17.02,87.4,15,0.95,-70.2,2.66,-2.65,19.17,3.47,11.0
2026-05-01 09:03:19,52.416636,-1.477825,122.8,19.48,86.4,17,1.29,-64.7,1.97,2.6,19.06,6.52,12.1
2026-05-01 09:03:20,52.416812,-1.477617,121.0,19.2,87.5,17,1.44,-63.2,3.03,-1.58,21.55,5.05,12.0
2026-05-01 09:03:21,52.416661,-1.477462,116.1,18.13,88.9,11,1.26,-57.9,0.06,-1.58,21.85,3.79,11.9
2026-05-01 09:03:22,52.416785,-1.477474,120.1,20.63,87.7,16,1.44,-69.1,1.72,-2.2,24.35,4.8,12.3
2026-05-01 09:03:23,52.416945,-1.477466,115.3,18.76,86.7,17,1.36,-66.1,5.13,3.66,20.32,4.05,11.5
